age,weight-(kg),max-bpm,avg-bpm,resting-bpm,session-duration-(hours),workout-frequency-(days/week),experience-level,daily-meals-frequency,physical-exercise,sugar-g,sodium-mg,cholesterol-mg,serving-size-g,prep-time-min,cook-time-min,rating,pct-maxhr,gender_Male,workout-type_HIIT,workout-type_Strength,workout-type_Yoga,diet-type_Keto,diet-type_Low-Carb,diet-type_Paleo,diet-type_Vegan,diet-type_Vegetarian,cooking-method_Boiled,cooking-method_Fried,cooking-method_Grilled,cooking-method_Raw,cooking-method_Roasted,cooking-method_Steamed,split
22,63.13,191,155,53,1.03,4,2,3,0,43.0,321,223,439.99,50,36,4.69,0.81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
26,44.25,186,136,61,1.09,3,1,2,0,34.24,1352,264,138.83,32,115,1.4,0.73,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
30,54.03,172,133,69,1.23,4,2,2,1,28.04,1315,33,211.3,21,14,1.04,0.77,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
46,79.99,171,148,68,0.71,3,1,4,0,20.56,900,5,135.91,53,37,4.39,0.87,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
42,56.88,192,149,55,1.14,2,1,3,0,5.81,1379,284,366.05,48,97,3.84,0.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
51,45.33,198,137,69,1.08,4,2,4,1,49.23,2325,231,470.46,28,57,2.1,0.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,train
41,79.04,172,132,62,1.02,4,2,4,0,36.16,977,201,400.16,29,45,4.39,0.77,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
39,61.49,195,128,54,0.97,3,1,3,1,30.5,680,143,273.45,5,38,3.43,0.65,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
42,73.19,188,136,68,0.52,3,1,3,0,31.36,217,-1,267.43,60,60,2.37,0.72,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
47,89.02,168,159,65,1.43,3,2,3,0,40.25,833,30,410.22,50,90,3.2,0.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,train
35,85.39,185,135,55,1.78,5,3,3,0,24.71,1052,67,237.79,53,30,1.49,0.73,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
30,60.78,189,149,67,1.8,4,3,3,0,17.0,830,157,311.21,23,13,2.68,0.79,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
26,63.13,195,120,60,1.18,4,2,3,0,17.95,656,118,353.11,43,111,2.67,0.62,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
30,76.43,174,127,74,1.38,4,2,2,1,41.89,1125,84,467.53,18,29,2.33,0.73,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
25,76.44,180,119,59,0.68,3,1,2,0,46.01,347,67,180.88,28,103,2.61,0.66,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
38,57.86,165,136,58,1.35,4,2,3,0,40.71,1884,292,492.61,40,102,4.6,0.82,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
49,50.51,162,156,60,1.31,2,1,2,0,15.74,219,138,149.38,28,70,1.61,0.97,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
42,64.33,173,169,62,1.42,3,2,2,0,31.46,1168,42,212.26,55,49,4.78,0.98,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
29,121.78,179,161,60,1.24,4,2,3,0,40.45,2380,153,283.8,42,28,4.56,0.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
28,52.15,168,164,70,1.32,3,2,3,0,0.36,1485,209,352.58,58,31,1.39,0.97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
52,71.23,181,164,67,1.02,3,2,3,1,25.9,112,279,340.02,43,22,4.49,0.91,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
51,47.81,198,146,63,1.34,3,2,3,0,21.65,2399,45,212.85,33,113,4.1,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
48,60.26,180,131,61,1.13,4,2,2,0,25.4,416,38,352.85,19,88,2.41,0.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
59,60.3,194,121,53,1.72,5,3,3,0,35.42,2124,130,447.71,60,66,2.32,0.62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
23,69.99,166,146,60,1.41,3,1,2,1,26.13,500,284,139.35,26,60,1.42,0.88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
40,66.67,161,149,50,1.22,3,2,4,1,26.76,1869,248,385.0,33,18,1.3,0.92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
40,100.65,159,162,66,0.78,2,1,3,1,36.65,327,208,172.8,13,76,4.77,1.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
42,82.58,181,160,70,1.9,5,3,4,0,40.09,2464,99,164.91,57,43,1.47,0.89,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
44,83.09,167,155,70,1.51,5,3,4,1,22.2,1724,181,277.16,38,19,4.38,0.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
42,86.79,172,127,55,1.76,4,3,3,1,47.36,2427,273,242.5,34,88,4.95,0.74,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
34,56.29,192,138,59,1.81,5,3,2,0,5.64,1070,181,424.75,42,31,4.89,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
35,100.08,162,163,59,1.1,2,1,3,0,29.86,360,264,286.0,10,24,2.81,1.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
54,86.67,189,158,68,1.49,3,2,3,0,16.03,2423,233,352.21,26,66,2.72,0.84,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
52,78.61,164,126,50,1.24,3,1,3,1,33.95,658,243,215.0,15,49,3.53,0.77,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
33,64.12,174,145,62,1.76,5,3,3,0,20.99,1413,204,168.0,56,80,3.21,0.83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
30,86.37,172,151,66,1.28,3,2,2,1,19.79,1469,228,199.51,33,33,1.01,0.88,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
39,72.33,173,130,67,0.87,3,1,4,0,42.91,736,128,422.99,44,101,1.63,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
36,48.01,194,144,56,1.22,3,1,2,1,44.33,100,101,141.67,57,24,1.93,0.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,train
27,58.25,164,143,73,1.4,2,1,2,0,15.49,630,197,221.23,30,115,3.81,0.87,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,train
40,43.2,182,165,58,1.19,3,1,2,0,47.51,309,294,465.6,15,80,1.78,0.91,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
29,101.16,182,134,61,1.47,4,2,4,0,33.4,440,108,178.96,55,9,2.72,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
33,46.42,189,144,62,0.92,3,1,3,0,34.52,1446,70,244.17,27,82,3.01,0.76,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
33,53.43,191,129,72,1.25,3,1,3,0,2.35,97,204,139.76,10,44,4.82,0.68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
23,59.73,189,130,73,0.62,3,1,3,1,5.8,896,127,393.61,58,95,4.04,0.69,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
48,57.71,183,161,67,0.93,3,1,3,0,30.8,2015,155,463.61,45,101,1.31,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
58,96.88,183,150,62,0.57,3,1,2,1,45.53,1691,57,468.08,6,44,2.59,0.82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
29,86.43,174,122,55,1.51,4,3,2,0,29.36,83,185,496.05,25,69,2.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
42,42.43,162,147,59,1.33,3,2,3,0,43.45,2193,16,143.47,10,20,3.21,0.91,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
56,53.37,169,156,53,1.1,3,2,3,1,36.95,2176,284,396.51,9,36,4.09,0.92,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
47,71.17,179,153,60,1.46,4,2,3,0,11.25,1846,84,424.56,58,10,2.43,0.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,train
33,116.72,166,131,55,1.05,3,2,3,0,20.05,722,66,428.12,10,16,4.28,0.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,train
54,77.74,198,145,73,1.1,4,2,4,0,46.65,702,98,400.18,51,104,2.53,0.73,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
18,72.02,194,125,54,0.96,2,1,2,0,29.77,1639,86,421.29,25,110,2.36,0.64,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
33,111.28,188,139,62,1.41,2,1,3,0,24.1,2420,258,472.79,26,82,2.02,0.74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
35,55.07,187,139,56,1.71,5,3,2,0,37.85,490,40,184.19,46,24,1.98,0.74,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
22,64.02,187,125,72,0.51,2,1,2,0,23.81,1797,15,217.69,28,80,1.62,0.67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
22,115.68,178,128,69,1.0,4,2,2,1,0.82,1433,172,135.77,13,93,3.0,0.72,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
28,129.01,173,158,71,1.05,4,2,3,0,22.33,374,111,379.25,42,87,3.1,0.92,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
56,128.7,194,126,64,1.3,2,1,3,0,13.55,402,186,138.65,57,61,2.0,0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,train
57,74.26,193,137,58,1.09,2,1,4,0,42.24,1888,65,466.82,11,76,2.97,0.71,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
35,101.39,193,121,64,0.84,2,1,3,1,37.59,1534,156,127.58,7,112,3.25,0.63,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
43,68.84,173,137,68,1.42,4,2,2,0,42.44,499,163,322.55,12,62,5.03,0.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
28,58.8,198,135,65,1.32,4,2,3,0,1.87,861,174,213.23,27,80,1.59,0.68,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,train
23,83.62,179,130,71,1.79,4,3,3,0,7.96,2206,224,205.21,10,72,3.63,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
51,65.99,188,138,53,1.27,4,2,3,0,34.78,316,149,320.41,12,46,1.33,0.74,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
46,61.67,197,125,73,1.61,4,3,2,0,46.21,188,79,399.56,12,88,1.47,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
57,65.03,167,121,53,1.11,3,2,3,0,21.78,1747,13,148.3,11,45,1.84,0.73,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
41,71.55,174,133,58,1.13,3,2,3,0,49.21,767,137,315.15,7,24,3.83,0.77,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
25,53.85,172,120,58,1.07,4,2,3,0,42.05,377,186,447.89,17,99,1.99,0.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
19,124.11,194,144,63,1.24,3,2,3,0,18.26,1799,54,201.85,39,53,2.42,0.74,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
57,82.23,188,155,63,1.15,4,2,3,0,19.22,801,226,171.34,34,110,4.39,0.83,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
23,52.3,169,166,60,1.29,2,1,4,0,25.97,2076,139,382.61,56,78,1.72,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
54,48.94,194,161,73,1.28,2,1,3,0,6.08,2142,181,385.87,7,98,3.1,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
31,77.06,190,137,52,1.26,4,2,2,1,15.32,301,229,407.61,60,73,1.83,0.72,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
28,86.54,197,121,60,1.2,3,2,3,1,10.62,664,53,403.25,11,93,2.8,0.61,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
29,87.21,174,122,55,1.53,4,3,2,0,28.69,94,184,493.88,25,69,2.0,0.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
47,66.52,182,169,71,1.43,3,1,3,1,41.41,1087,143,486.47,43,111,1.13,0.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
28,108.09,183,120,68,1.33,4,2,2,1,18.96,627,77,164.37,21,105,3.27,0.66,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
57,96.9,168,146,74,1.11,3,2,3,1,6.06,2406,38,461.07,32,70,2.02,0.87,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
49,84.91,197,163,74,1.81,4,3,3,1,20.93,1571,182,135.16,56,118,2.99,0.83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
39,56.38,184,148,59,1.95,5,3,3,0,7.94,1233,184,432.55,7,113,1.81,0.81,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
30,63.67,166,157,66,0.58,2,1,2,0,15.67,221,147,129.62,58,111,3.23,0.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
55,117.79,199,126,68,0.66,2,1,2,0,43.05,1025,5,465.58,21,53,3.93,0.63,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
52,72.28,171,121,56,1.45,3,2,3,1,44.36,1932,183,467.76,56,50,4.11,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
51,48.78,199,155,74,1.46,2,1,2,1,30.48,2403,246,496.5,39,39,2.2,0.78,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
19,56.84,178,138,70,0.61,3,1,3,1,41.51,1813,164,340.1,39,23,3.46,0.78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
26,47.8,198,120,69,1.15,3,2,3,1,44.02,644,137,196.61,47,10,1.18,0.61,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
58,66.29,169,128,57,0.64,2,1,3,0,37.29,635,58,448.23,21,39,4.07,0.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
23,47.52,196,154,50,0.77,3,1,3,0,29.64,2441,280,498.12,39,72,2.6,0.78,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
50,70.82,187,161,70,1.19,2,1,3,0,20.68,906,8,325.38,46,62,1.37,0.86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
41,53.17,183,142,74,1.38,3,1,3,0,22.13,2385,31,229.13,52,32,4.75,0.77,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
57,90.92,199,150,55,0.89,2,1,3,0,7.91,185,60,483.63,58,44,3.82,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
54,50.18,188,157,67,1.48,2,1,2,1,26.08,1209,162,453.51,14,63,1.5,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,train
54,87.22,189,158,68,1.48,3,2,3,0,15.56,2425,235,353.93,25,67,2.67,0.84,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
23,57.12,179,132,73,1.37,4,2,3,1,12.75,689,299,109.01,17,13,1.91,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,train
35,95.88,193,129,65,1.37,3,1,4,0,30.73,880,285,437.07,24,58,2.02,0.67,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
22,86.69,186,128,58,1.91,5,3,3,1,7.02,1332,97,233.51,26,25,4.59,0.69,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,train
27,58.67,198,135,65,1.33,4,2,3,0,2.89,851,168,212.07,27,80,1.6,0.68,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
40,81.94,185,139,61,1.69,4,3,3,0,8.68,2095,64,183.39,45,30,2.28,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
46,58.58,196,140,62,1.84,4,3,2,0,18.56,1872,296,190.25,59,53,3.82,0.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
28,55.86,191,123,61,0.69,3,1,3,0,34.44,1180,15,177.45,55,31,4.03,0.64,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
54,64.09,198,144,53,1.35,4,2,3,0,18.31,116,51,202.57,12,16,3.8,0.73,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
22,116.81,172,135,57,1.24,3,2,3,0,44.76,1122,57,132.0,40,109,2.78,0.78,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
28,106.78,177,155,60,1.29,4,2,2,1,31.67,638,98,300.67,31,46,3.93,0.88,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
50,66.68,164,129,65,0.86,3,1,2,0,32.32,1126,252,304.09,35,9,2.77,0.79,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
42,55.86,192,149,74,1.07,3,1,2,0,36.75,1203,6,465.4,24,86,4.09,0.78,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
39,58.64,198,138,74,1.43,3,2,3,1,10.3,1770,188,361.73,56,112,1.9,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
51,65.21,191,138,70,1.49,4,2,3,0,42.08,376,164,295.58,55,81,3.12,0.72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
52,62.62,185,165,67,1.35,3,2,3,0,44.64,1203,17,294.94,9,17,4.85,0.89,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
45,65.37,196,129,66,0.76,3,1,2,1,39.87,1393,123,427.55,14,47,1.48,0.66,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
48,74.03,172,121,63,1.36,4,2,2,1,18.84,1932,120,266.89,46,39,3.63,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
47,73.69,173,140,50,1.37,3,1,3,0,38.17,535,215,398.88,51,115,4.79,0.81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
57,56.74,170,122,57,0.73,2,1,3,0,8.51,1471,272,290.81,49,88,3.04,0.72,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
46,49.6,178,147,64,1.48,3,2,2,0,15.43,416,201,373.16,46,57,2.67,0.83,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
42,57.48,167,122,52,1.83,4,3,3,0,39.07,236,143,367.81,25,64,1.53,0.73,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,train
22,67.87,186,160,66,1.34,2,1,3,0,5.72,1448,18,250.3,39,42,3.71,0.86,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
49,45.32,163,158,62,1.38,4,2,3,0,14.87,1789,81,245.57,23,62,2.03,0.97,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
21,55.17,173,138,71,0.54,2,1,3,0,48.37,2081,128,367.54,9,95,3.96,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
45,78.67,166,167,62,1.3,3,1,4,0,16.36,1951,125,117.4,9,64,3.3,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
44,124.87,175,126,69,1.34,4,2,4,0,24.28,2030,251,234.49,7,51,3.01,0.72,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
49,46.43,169,120,72,1.41,4,2,2,0,2.78,857,173,147.22,10,31,4.1,0.71,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
53,72.19,160,147,70,1.14,3,2,3,0,33.47,486,103,457.99,43,52,1.52,0.92,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
45,45.85,185,162,58,1.47,3,2,3,0,22.1,2453,237,484.94,28,28,4.02,0.88,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
36,71.34,162,120,73,1.11,3,2,4,0,19.62,1866,6,501.88,10,98,3.52,0.74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
